"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"1466","DAMODAR AT NARAINPUR AFTER CONFL. OF NUNIA NALLAH, WEST BENGAL","WEST BENGAL","RIVERWATER",22,7.6,243,1.4,0.3,400,1400,2015,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,77.3077540538032
"1467","CAUVERY AT METTUR,
TAMIL NADU","TAMILNADU","RIVERWATER",23,7,40,0.8,0.2,61,140,2015,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,77.924562128692
"1468","GANGA D/S, ANOOPSHAHAR","UTTARPRADESH","RIVERWATER",20,7.4,230,3.2,0.31,428,822,2012,80,100,40,80,100,40,13.6,17,10.4,3.44,22,8.8,75.24,78.9180353268094
"1469","OUTSIDE JLN HOSPITAL, AJMER","RAJASTHAN","GROUNDWATER",23,7.6,1210,0.63,1.38,6,80,2012,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,76.9054914216563
"1470","WAINGANGA AT CHINDWARA, M.P.","MADHYAPRADESH","RIVERWATER",21,7.6,597,1.6,2.6,2,329,2007,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,78.1031290821087
"1471","Dug well at 5 -Star Industrial estate, Village-Kashimira Taluka- Mira-  Bhayander District-Thane ","MAHARASHTRA","GROUNDWATER",22,7.9,1517,4.2,1,17,30,2013,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,76.5893805066796
"1472","MADAI AT DABOS -  VALPOI","GOA","RIVERWATER",28.5,6.2,89,1.4,0.68,6,119,2010,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,74.9322900700355
"1473","NARMADA AT LALPUR, NEAR WATER SUPPLY INTAKE POINT, JABALPUR","MADHYAPRADESH","RIVERWATER",24,7.8,386,2.5,1,10,80,2014,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.6309087710502
"1474","KEECHERI AT VADAKKANCHERY BDG","KERALA","RIVERWATER",30,6.9,81,1.5,0.37,71,465,2012,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,72.6957310466317
"1475","BORE WELL OF M/S MODERN PUBLIC SCHOOL, BHIWADI","RAJASTHAN","GROUNDWATER",30,8.5,1015,1.01,1.03,3,6,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,70.3967565468433
"1476","*MORA BHARALI  AT TEZPUR, ASSAM","ASSAM","RIVERWATER",24.3,7.3,186,2.6,1,607,1577,2013,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,75.7612620454901
"1477","GODAVARI AT PANCHAVATI AT RAMKUND, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,7.5,250,8.9,1.3,70,492,2007,40,100,40,60,100,60,6.8,17,7.8,3.44,22,13.2,70.24,71.8984494921667
"1478","GANGA AT BITHOOR (KANPUR)","UTTARPRADESH","RIVERWATER",25.6,8.2,510,4,1.7,1700,50000,2011,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.4359392151955
"1479","RIVER SIRSA , D/S NALAGARH BRIDGE, H.P","HIMACHALPRADESH","RIVERWATER",31,8,736,2.1,2.5,100,380,2007,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,70.0361208577716
"1480","NARMADA AT CHANDOD, GUJARAT","GUJARAT","RIVERWATER",27.6,8.11,294,0.6,0.53,4,12,2009,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,72.9046526597896
"1481","UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS","MEGHALAYA","RIVERWATER",24.8,7.4,128,1.6,3.32,25,56,2013,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,75.6580577406751
"1482","BRAHMPUTRA AT DHENUKHAPAHAR","ASSAM","RIVERWATER",23,7.6,167,1.9,0.1,30,363,2010,60,100,60,100,100,60,10.2,17,13,5.16,22,13.2,80.56,76.7757567951479
"1483","MANER AT WARANGAL U/S","ANDHRAPRADESH","RIVERWATER",28,7.9,568,15.4,3.18,567,1367,2012,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,69.7834960047881
"1484","GHOD AT SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",25.3,8.2,607,6.8,0.35,100,1014,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,73.1110935048897
"1485","MUTHA RIVER AT DECCAN BRIDGE, PUNE.","MAHARASHTRA","RIVERWATER",26.5,8.3,444,13.5,2.92,367,1800,2013,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.5354393311705
"1486","CAUVERY AT PITCHAVARAM","TAMILNADU","RIVERWATER",31.8,8.1,1073,1.6,0.16,148,288,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,69.5486777878236
"1487","CHALTLANG HAND PUMP
NEAR TEMI TYRE WORKS","MIZORAM","GROUNDWATER",14,5.2,135,0.1,0.1,0,15,2016,100,60,80,100,100,80,17,10.2,13,6.88,22,17.6,86.68,87.3979851180108
"1488","GANDAK AT REWAGHAT, MUJAFFARPUR","BIHAR","RIVERWATER",25,8,268,2.5,0.87,567,1433,2010,60,100,40,100,100,40,10.2,17,13,3.44,22,8.8,74.44,74.2581969256057
"1489","R KARUVANNURR AT KARUVANNUR BRIDGE","KERALA","RIVERWATER",28.4,6.4,57,1.4,0.61,193,303,2010,40,80,100,100,100,60,6.8,13.6,13,8.6,22,13.2,77.2,74.6660997529991
"1490","BEKI RIVER AT NH-37 CROSSING AT BARPETA ROAD","ASSAM","RIVERWATER",26.9,7.1,220,1.3,1.6,228,1133,2014,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,74.4433199002846
"1491","WELL OF BHAG JI LAXMAN RAM MALI, SAKARNA BERA, BALOTRA, JODHPUR ","RAJASTHAN","GROUNDWATER",28,7.7,11650,0.44,0.19,6,17,2011,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.4474889414316
"1492","VEL RIVER AT SHIKRAPUR, SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",22,7,187,4.3,0.6,170,1600,2015,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,77.6294411658635
"1493","KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD","KARNATAKA","RIVERWATER",28,8,691,1.61,7.48,467,1043,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.8104987942067
"1494","GODHARA","GUJARAT","GROUNDWATER",30,8,840,2,1.2,2,2,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,70.9731271663077
"1495","GANGA AT HOWRAH-SHIVPUR, WEST BENGAL","WEST BENGAL","RIVERWATER",26.5,8,314,3.6,0.7,18134.3000000001,50000,2014,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.226055254979
"1496","SWAN AT D/S NANGAL DISTT. UNA","HIMACHALPRADESH","RIVERWATER",27,8,712,1.8,0.9,25,51,2010,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.2352496223408
"1497","GODAVARI NEAR TAPOVAN","MAHARASHTRA","RIVERWATER",27.3,7.9,401,11.5,2.66,21,71,2010,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.3673492148096
"1498","GODAVARI AT BURGAMPAHAD, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20,7.2,562,2,0.75,5,1964,2012,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,79.0711893169255
"1499","SHRI GIRDHARI SINGH CHOUDHARY NEAR BANDI RIVER BRIDGE, PALI BYE PASS ROAD, PALI, RAJASTHAN","RAJASTHAN","GROUNDWATER",24,8.3,890,2.8,2.4,4,7,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,74.715723128684
"1500","WAINGANGA RIVER U/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",25,7.8,271,7.8,0.1,48,350,2015,60,100,40,60,100,60,10.2,17,7.8,3.44,22,13.2,73.64,73.9717026041403
"1501","MUTHA AT SANGAM BDG NR GANAPATHY GHAT","MAHARASHTRA","RIVERWATER",26.3,7.4,529,30.7,0.61,327,1783,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,69.1913798858779
"1502","YAMUNA , U/S PAONTA SAHIB, H.P","HIMACHALPRADESH","RIVERWATER",22.3,7.5,465,1.2,0.2,9,19,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,77.6243021882562
"1503","SATLUJ AT 100M D/S ,NANGAL","PUNJAB","RIVERWATER",21.7,7.8,291,0.8,1.17,61,190,2009,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,77.5873215843761
"1504","GANGA AT ALLAHABAD (RASOOLABAD), U.P.","UTTARPRADESH","RIVERWATER",24.4,8.3,385,3.6,1.7,18134.3000000001,50000,2014,60,100,0,80,100,0,10.2,17,10.4,0,22,0,59.6,61.2492078720552
"1505","R KAVVAI AT KUTTIYOL PALAM","KERALA","RIVERWATER",27,6.7,61,1.3,0.28,168,248,2012,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.3038538218501
"1506","PURNA NR ACHALPUR-AMRAVATI ROAD BRIDGE, ASEGAON, CHANDUR BAZAR, AMRAVATI","MAHARASHTRA","RIVERWATER",20,9,785,13,5,205,435,2012,80,80,0,60,100,60,13.6,13.6,7.8,0,22,13.2,70.2,74.5516808082956
"1507","GHAGHARA NEAR CHAPRA, BIHAR","BIHAR","RIVERWATER",26.3,7.9,276,2.4,0,833,1789,2013,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.4346226675631
"1508","KAPILI RIVER AT DHARMTUL BRIDGE, NH-31, NAGAON","ASSAM","RIVERWATER",29,7.2,107,1.1,0.1,240,607,2008,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.0336098574204
"1509","EDAYAR  ERNAKULAM DISTT., KERALA","KERALA","GROUNDWATER",28,6.2,171,0.5,3.55,15,62,2007,40,80,60,100,100,60,6.8,13.6,13,5.16,22,13.2,73.76,75.2646536060955
"1510","VARUNA B/C WITH RIVER GANGA AT VARANASI","UTTARPRADESH","RIVERWATER",23.3,8.4,508,36.5,0,18134.3000000001,50000,2014,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,56.2885711916802
"1511","WELL AT VERNA INDI.ESTATE.(M/S CIPLA LIMITED)","GOA","GROUNDWATER",33,6.9,331,1.6,0.55,11,14,2013,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,70.5560833428058
"1512","CAUVERY AT TRICHY,GRAND ANAICUT, TAMILNADU","TAMILNADU","RIVERWATER",28.4,7.8,863,3.26,0.48,345,505,2008,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.1478907524087
"1513","D/S SARDULGARH, PUNJAB","PUNJAB","RIVERWATER",20,6.6,1269,30.3,4.1,18134.3000000001,50000,2010,80,100,0,60,100,0,13.6,17,7.8,0,22,0,60.4,62.1452953751145
"1514","RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM","ANDHRAPRADESH","RIVERWATER",27,7.8,308,1.1,1.47,3,343,2012,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.5687035177024
"1515","GOMTI AT LUCKNOW U/S AT WATER INTAKE POINT,U.P.","UTTARPRADESH","RIVERWATER",26.8,8,475,2.9,0.73,2090,3370,2010,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.349173807389
"1516","GANGA AT NARORA (BULASAHAR), U.P.","UTTARPRADESH","RIVERWATER",20,7.1,220,2.3,0,430,610,2015,80,100,60,100,100,40,13.6,17,13,5.16,22,8.8,79.56,79.6012028501887
"1517","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN","KARNATAKA","RIVERWATER",26.5,7.6,502,3,0.74,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.6121416196392
"1518","GODAVARI AT RAJAMUNDRY D/S OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",25,7.4,313,1.1,0.99,3,1424,2012,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.3892053976424
"1519","GODAVARI,  D/S OF RAMANUGUNDAM,","ANDHRAPRADESH","RIVERWATER",26.4,8,535,1.9,0.2,39,354,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.6423360164072
"1520","UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS","MEGHALAYA","RIVERWATER",19.4,7.1,196,15.5,11,18134.3000000001,50000,2013,80,100,60,60,100,0,13.6,17,7.8,5.16,22,0,65.56,64.0117692606923
"1521","IB AT BRAJRAJNAGAR (INTAKE) D/S, ORISSA","ORISSA","RIVERWATER",29.4,7.9,170,0.9,0.6,1654,3439,2014,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,70.945124155404
"1522","NEAR JAGANNATH TEMPLE, PURI, ","ORISSA","GROUNDWATER",28.5,7.3,1101,0.8,34.37,2,2,2010,40,100,0,100,80,100,6.8,17,13,0,17.6,22,76.4,70.9824943697996
"1523","PENNAR AFTER CONF. WITH CHEYYURU,SOMASILE,A.P.","ANDHRAPRADESH","RIVERWATER",25.3,8.3,1248,0.6,0.7,2,1163,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.9315865824078
"1524","KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA","KARNATAKA","RIVERWATER",28,8,773,1.94,7.48,633,1275,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.686165187026
"1525","WELL AT ELOOR, KERALA","KERALA","GROUNDWATER",25,5.8,181,0.8,4.28,30,280,2007,60,60,60,100,100,60,10.2,10.2,13,5.16,22,13.2,73.76,77.9105129533852
"1526","B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST.","ANDHRAPRADESH","GROUNDWATER",24.6,7.7,302,1,1,3,9,2011,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,75.6244418086238
"1527","MANJRA AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE ","MAHARASHTRA","RIVERWATER",27.4,8,540,4.7,1.88,3,100,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.3661275880106
"1528","POWER CHANNEL D/S NEAR BURLA","ORISSA","RIVERWATER",30.5,7.8,182,1.4,0.47,193,638,2010,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,70.9404399352228
"1529","GODAVARI,  D/S OF RAMANUGUNDAM","ANDHRAPRADESH","RIVERWATER",24.9,8.1,514,3.2,0.27,43,1600,2011,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,74.0409583315018
"1530","VYTTILA, ERNAKULAM DISTT. , KERALA","KERALA","GROUNDWATER",28.6,7.7,405,3.1,5.2,76,455,2014,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.892514593148
"1531","WELL OF BIRMA RAM PATEL, SALAWAS, JODHPUR, RAJASTHAN","RAJASTHAN","GROUNDWATER",22,7.7,1285,1.8,0,4,9,2013,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,77.3989981328374
"1532","MANJERI","KERALA","GROUNDWATER",28.5,6.3,174,0.9,4.72,190,340,2011,40,80,60,100,100,60,6.8,13.6,13,5.16,22,13.2,73.76,74.5218632915767
"1533","NIRA AT U/S OF JUBILANT ORGANOSIS (DATTAGHAT), BARAMATI, PUNE","MAHARASHTRA","RIVERWATER",27.2,8.1,545,4.5,0.63,192,1452,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.1316072590823
"1534","TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.","GUJARAT","RIVERWATER",29,7.7,47156,3.1,0.1,41,114,2009,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,68.6471254476942
"1535","SAMBHALPUR FDS AT HUMA","ORISSA","RIVERWATER",30,8,212,1.6,0.4,1996,4030,2014,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,70.0877342832754
"1536","D/S JHARMAL NADI, PUNJAB","PUNJAB","RIVERWATER",21,7.6,1168,31.8,7.6,18134.3000000001,50000,2010,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,59.4146495357453
"1537","BURHI GANDAK AT AKHARAGHAT, MUZAFFARPUR","BIHAR","RIVERWATER",17,7.3,253,1.8,0,1100,3000,2016,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,80.9696996048897
"1538","BHAVANI AT SIRUMUGAI","TAMILNADU","RIVERWATER",26.3,8,193,0.9,0.18,102,219,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,73.9519127330211
"1539","KRISHNA AT D/S OF NARAYANPURA DAM,KARNATAKA","KARNATAKA","RIVERWATER",28,8.2,527,1.38,0.42,139,472,2008,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.2097454565686
"1540","SONAI RIVER AT SONAI","ASSAM","RIVERWATER",18.5,7,109,2.3,1,915,1835,2013,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,80.471816353595
"1541","RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR","HIMACHALPRADESH","RIVERWATER",20,7.4,344,1.2,0.37,9,19,2012,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,79.4646926433275
"1542","BAITARNI AT ANANDPUR, ORISSA","ORISSA","RIVERWATER",28.4,7.7,169,0.9,0.6,18134.3000000001,50000,2014,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,59.7627482601797
"1543","CAUVERY AT D/S OF KAREKUARA VILLAGE","KARNATAKA","RIVERWATER",26.8,8.5,243,1,0.33,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.4426091902469
"1544","VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY)","ORISSA","RIVERWATER",28,8.1,201,1.6,0.36,1239,2324,2012,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.8627646849373
"1545","SIDDHPUR (DIST. PATAN)","GUJARAT","GROUNDWATER",30,7.7,394,5,3,200,64,2013,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,70.7883056746425
"1546","BRAHMANI AT RENGALI","ORISSA","RIVERWATER",28.8,7.7,143,1.5,0.86,813,1568,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.0559978885631
"1547","KALA AMB INDUSTRIAL AREA","HIMACHALPRADESH","GROUNDWATER",21,7,393,0.8,2,2,4,2013,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,79.2812312615784
"1548","BAITARNI AT ANANDPUR","ORISSA","RIVERWATER",27.8,7.8,161,1.6,0.4,18134.3000000001,50000,2011,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,59.9479721005805
"1549","BHIMA AT PUNE, D/S OF BUNDGARDEN","MAHARASHTRA","RIVERWATER",26.5,7.3,565,23.1,1.13,338,1800,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.473955572797
"1550","PURNA RIVER A/C OF MORNA, NANDURA VILLAGE","MAHARASHTRA","RIVERWATER",23,7.2,896,8,1.4,70,310,2008,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.1801429188775
"1551","MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ORISSA","ORISSA","RIVERWATER",29.9,7.9,232,1.4,2.03,1745,3363,2013,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,70.4046448857899
"1552","GANGA AT KANNAUJ D/S, U.P","UTTARPRADESH","RIVERWATER",25.3,7.7,42,5,1.51,1667,50000,2010,40,100,100,80,100,0,6.8,17,10.4,8.6,22,0,64.8,61.2770964149411
"1553","PAONTA SAHIB INDUSTRIAL AREA","HIMACHALPRADESH","GROUNDWATER",23.3,7.5,480,0.8,0.8,1,4,2014,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,76.91808414564
"1554","IB AT SUNDARGARH","ORISSA","RIVERWATER",20,7.5,82,0.3,0.2,130,460,2016,80,100,80,100,100,60,13.6,17,13,6.88,22,13.2,85.68,79.3873645105878
"1555","JAGATPUR INDUSTRIAL AREA, CUTTACK ORISSA","ORISSA","GROUNDWATER",28.5,7.5,557,0.95,4.93,2,2,2009,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.7663668831049
"1556","WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.","MAHARASHTRA","RIVERWATER",18,8.2,390,5.4,1.15,100,175,2010,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2,78.9117548883366
"1557","GODAVARI RIVER AT KAPILA- GODAVARI CONFLUENCE POINT, TAPOVAN.","MAHARASHTRA","RIVERWATER",22.4,7.7,502,7.7,1,104,253,2014,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,75.999043504698
"1558","CAUVERY AT THANJAVUR, TAMILNADU","TAMILNADU","RIVERWATER",29,7.9,732,1.28,0.2,563,783,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.8577576269734
"1559","WELL KOTHI IN VILLAGE BAGAR RAJPUT, ALWAR, RAJASTHAN","RAJASTHAN","GROUNDWATER",28,8,880,1,0.6,3,3,2015,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.6595172939606
"1560","MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.","MAHARASHTRA","RIVERWATER",27.3,8.3,999,3.3,1.78,4,112,2013,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.2059942855659
"1561","R BHARATHAPUZHA AT PATTAMBI","KERALA","RIVERWATER",28.8,7.9,173,0.9,0.56,191,426,2013,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,72.1802927369851
"1562","CAUVERY AT ERODE NEAR CHIRAPALAYAM, TAMILNADU","TAMILNADU","RIVERWATER",27.5,8.2,676,1.8,0.19,18134.3000000001,50000,2013,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,59.5137975583358
"1563","KUSEI BEFORE JOINING WITH BAITARANI RIVER AT ANANDPUR","ORISSA","RIVERWATER",29,8.1,245,1.3,1.04,1680,3951,2012,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,70.7005237227773
"1564","NABADIP ON GANGA,GHOSHPARA NEAR MONIPURGHAT","WEST BENGAL","RIVERWATER",30,8.3,176,0.9,0.22,18134.3000000001,50000,2009,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,57.7139816770495
"1565","BURIDIHING NEAR DULIAJAN AT D/S, TINSUKIA","ASSAM","RIVERWATER",22,7.35,135,0.7,0.09,0.02,1180,2006,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,77.8835682640038
"1566","BEAS AT D/S DEHRAGOPIPUR, H.P.","HIMACHALPRADESH","RIVERWATER",19,8.4,237,0.6,0.4,5,28,2007,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,78.8150555942772
"1567","MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU","ANDHRAPRADESH","RIVERWATER",27.6,7.9,741,5,3.47,22,876,2010,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,71.9859537785264
"1568","GODAVARI RIVER AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI ","MAHARASHTRA","RIVERWATER",28.4,8.2,896,5.3,0.2,2,104,2014,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.3173520478439
"1569","SATLUJ D/S SLAPPER","HIMACHALPRADESH","RIVERWATER",9.9,7.1,178,0.1,0,17,140,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36,87.5503524732642
"1570","PANCHAGANGA U/S OF KOLHAPUR TOWN","MAHARASHTRA","RIVERWATER",27,7.2,134,2.1,1.27,10,102,2007,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,74.3808618384086
"1571","KANHAN RIVER D/S OF M/S VIDHARBHA PAPER MILL, SINORA.","MAHARASHTRA","RIVERWATER",23.1,8.3,684,9.2,2,99,334,2010,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.2208877828696
"1572","SPITI AT KHAB","HIMACHALPRADESH","RIVERWATER",8.1,8.2,232,0.1,1,17,56,2013,100,100,40,100,100,60,17,17,13,3.44,22,13.2,85.64,87.180559101166
"1573","CHOTA TAWA BEFORE CONFL. WITH RIVER NARMADA, M.P.","MADHYAPRADESH","RIVERWATER",26,7.3,210,0.9,0.2,2,50,2015,40,100,60,100,100,80,6.8,17,13,5.16,22,17.6,81.56,75.2604352577953
"1574","WAH BLEI","MEGHALAYA","RIVERWATER",18.8,7.2,55,1.6,3,15,63,2013,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,80.4023194166845
"1575","WELL AT VILLAGE BHIWADI , BHIWADI INDUSTRIAL AREA, BHIWADI, ","RAJASTHAN","GROUNDWATER",29.8,7.4,1210,0.7,1.28,3,4,2010,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.2103275340298
"1576","PAMBA AT THAKAZHY, KERALA","KERALA","RIVERWATER",27.8,6.8,76,1.2,1.21,310,625,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.4172204538462
"1577","BAROTIWALA INDUSTRIAL AREA","HIMACHALPRADESH","GROUNDWATER",25,7.5,437,0.35,1.49,15,50,2011,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,75.6868544256918
"1578","TAPI AT BHUSAWAL US MAHARASHTRA","MAHARASHTRA","RIVERWATER",28,8,447,18,1.7,20,40,2007,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2,69.642137490134
"1579","R KADAMBAYAR AT BRAHMAPURAM","KERALA","RIVERWATER",28.7,6.8,101,1.6,0.8,431,694,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.6935017845147
"1580","NEAR NEWTA DAM, JAIPUR, RAJASTHAN","RAJASTHAN","RIVERWATER",17,7.9,1490,7.7,0.4,7,150,2015,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6,79.6751442520577
"1581","CHERTHALA,ALLEPPY, KERALA","KERALA","GROUNDWATER",27,6.4,170,1,0.25,215,1235,2007,40,80,60,100,100,40,6.8,13.6,13,5.16,22,8.8,69.36,75.5395307793632
"1582","TUNGHABHADRA AT HONNALI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26,7.9,252,1.88,0.2,53,71,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,74.1846933566254
"1583","SATLUJ AT D/S KIRATPUR SAHIB, PUNJAB","PUNJAB","RIVERWATER",14,7.8,187,0.2,2,0,110,2007,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36,83.333746136926
"1584","R PERUVAMBA AT CHANDAPPURA","KERALA","RIVERWATER",27.3,6.5,43,0.9,0.4,87,188,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.4600003649422
"1585","NARMADA AT MANDLA NEAR ROAD BDG. M.P.","MADHYAPRADESH","RIVERWATER",24.5,7.46,506,1.6,1.16,2,311,2009,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.8468167590482
