"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"602","LAKSHMANTIRTHA  AT D/S OF HUNSUR TOWN, KARNATAKA","KARNATAKA","RIVERWATER",26.1,7.8,467,3.8,0.5,1099,50000,2014,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.7875897743248
"603","KABBANI AT MUTHANKARA, KERALA","KERALA","RIVERWATER",26.9,7.7,78,0.4,0.8,58,96,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,74.0423530124262
"604","BHAVANI AT ELACHIVAZHY, KERALA","KERALA","RIVERWATER",24.7,7.7,138,0.7,0.2,197,408,2014,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,75.5665043654361
"605","BHAVANI AT PATHIRAKALIAMMAN KOIL, TAMILNADU","TAMILNADU","RIVERWATER",24.4,7.7,108,0.7,0.3,18134.3000000001,50000,2014,60,100,80,100,100,0,10.2,17,13,6.88,22,0,69.08,62.7694389815469
"606","KUNDLI RIVER AT KUNDLI/ SAPAKHOWA, SADIA.","ASSAM","RIVERWATER",24.8,7.3,195,1.7,0.8,1258,1530,2014,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,75.575510656498
"607","DIKHOW RIVER AT DIKHOW BRIDGE SIVASAGAR","ASSAM","RIVERWATER",25.7,7.1,287,1.3,1.4,423,2320,2014,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,75.0249292914383
"608","SONAI RIVER AT SONAI","ASSAM","RIVERWATER",15.1,6.8,136,1,1.4,18134.3000000001,50000,2014,80,100,80,100,100,0,13.6,17,13,6.88,22,0,72.48,70.8326800140346
"609","KUSHIARA RIVER AT KARIMGANJ","ASSAM","RIVERWATER",13.3,6.8,177,1.7,1.8,638,50000,2014,100,100,60,100,100,0,17,17,13,5.16,22,0,74.16,72.0054726204088
"610","KALJANI D/S OF ALIPURDWAR, MUNICIPALITY DISCHARGE POINT ","WEST BENGAL","RIVERWATER",28.8,7.6,141,2.4,0.3,18134.3000000001,50000,2014,40,100,80,100,100,0,6.8,17,13,6.88,22,0,65.68,59.3793056776415
"611","PANCHNAI RIVER AT NH-52 CROSSING, ORANG","ASSAM","RIVERWATER",23,7,355,0.8,1.4,1530,50000,2014,60,100,0,100,100,0,10.2,17,13,0,22,0,62.2,64.733800510853
"612","NIRA RIVER AT U/S OF JUBILANT ORGANOSIS, BARAMATI, PUNE.","MAHARASHTRA","RIVERWATER",26.7,7.9,365,5.5,2.2,164,1306,2014,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.5655298199009
"613","NIRA RIVER AT SHINDEWADI, SHIRVAL, KHANDALA, SATARA","MAHARASHTRA","RIVERWATER",26.1,8.1,214,4.9,1.7,152,1400,2014,40,100,60,80,100,40,6.8,17,10.4,5.16,22,8.8,70.16,72.8346566057137
"614","KOYNA RIVER AT KARAD.","MAHARASHTRA","RIVERWATER",24.6,8.1,199,5.4,1.2,131,1257,2014,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,73.9261739218865
"615","MULA RIVER AT HARRISON BRIDGE NEAR MULA- PAWANA SANGAM.","MAHARASHTRA","RIVERWATER",26.5,7.7,484,11.2,2.3,297,1800,2014,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.8732654727099
"616","MULA RIVER AT AUNDH BRIDGE, AUNDGAON.","MAHARASHTRA","RIVERWATER",26.5,7.9,557,9.6,3.8,200,1614,2014,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.7912825820519
"617","PAWANA RIVER AT SANGAVIGAON, PUNE.","MAHARASHTRA","RIVERWATER",26.9,7.7,321,7.7,2.8,241,1621,2014,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.2120984633604
"618","PAWNA RIVER AT RAVET WEIR, PUNE.","MAHARASHTRA","RIVERWATER",26,7.7,362,3.5,1.8,64,570,2014,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,73.9498632323834
"619","PAWNA RIVER AT PIMPRIGAON, PUNE.","MAHARASHTRA","RIVERWATER",26.7,7.9,391,7.7,3.4,314,1800,2014,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.9663703095626
"620","INDRAYANI RIVER AT D/S OF ALANDIGAON, PUNE","MAHARASHTRA","RIVERWATER",25,7.9,411,6.6,2.5,251,1750,2014,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,73.4851315661482
"621","INDRAYANI RIVER AT U/S OF MOSHIGAON, HAWELI, PUNE.","MAHARASHTRA","RIVERWATER",25,8,459,5.6,2.9,169,1344,2014,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,73.5848826755572
"622","GHOD RIVER AT SHIRUR, PUNE.","MAHARASHTRA","RIVERWATER",24.1,8.1,476,5.5,2,158,1400,2014,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,74.1631505085753
"623","SINA RIVER NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR","MAHARASHTRA","RIVERWATER",31,8.2,1031,6,1.7,134,1279,2014,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,68.8567113744852
"624","RIVER CHAPORA NEAR ALORNA FORT ,PERNEM","GOA","RIVERWATER",29.2,7,620,1.1,0.1,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.1868386299146
"625","RIVER CHAPORA AT SIOLIM","GOA","RIVERWATER",30,7.5,72,1.6,0.2,18134.3000000001,50000,2014,40,100,100,100,100,0,6.8,17,13,8.6,22,0,67.4,58.7962397390209
"626","RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM","GOA","RIVERWATER",29.1,7,188,1,0.1,1286,3048,2014,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.6297673669026
"627","RIVER MADAI AT DABOS -  VALPOI, GOA","GOA","RIVERWATER",28.7,6.7,144,1.5,0.1,1940,3052,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.2876547823566
"628","RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSA-PANAJI","GOA","RIVERWATER",29.5,6.8,319,1.8,0.3,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.1505433967113
"629","RIVER SAL AT KHAREBAND, MARGAO","GOA","RIVERWATER",28.3,6.5,322,4.7,1.2,18134.3000000001,50000,2014,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,60.9139285446508
"630","RIVER SAL AT ORLIM BRIDGE, ORLIM","GOA","RIVERWATER",30.1,7.1,192,2.6,0.3,18134.3000000001,50000,2014,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,59.1302284060156
"631","RIVER TIRACOL AT TIRACOL","GOA","RIVERWATER",30.1,7.5,415,2,0.1,864,1538,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.3516589860839
"632","RIVER VALVANT AT SANKLI - BICHOLIM, GOA","GOA","RIVERWATER",29.2,6.3,100,1.5,0.1,18134.3000000001,50000,2014,40,80,80,100,100,0,6.8,13.6,13,6.88,22,0,62.28,61.2007947480534
"633","BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE","MAHARASHTRA","RIVERWATER",27.4,7.7,85,5.2,0.3,11,23,2014,40,100,80,80,100,80,6.8,17,10.4,6.88,22,17.6,80.68,72.8915708444275
"634","KUNDALIKA AT ROHA CITY, MAHARASHTRA","MAHARASHTRA","RIVERWATER",25,7.6,541,5.7,0.6,23,45,2014,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,74.6616496320003
"635","MITHI RIVER","MAHARASHTRA","RIVERWATER",26.1,7.4,4424,31.3,2.2,276,474,2014,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,69.1827328662221
"636","PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA","MAHARASHTRA","RIVERWATER",27.1,7.5,2413,7.4,1.5,59,116,2014,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.75007170179
"637","PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.","MAHARASHTRA","RIVERWATER",27,7.3,269,8.5,0.4,32,58,2014,40,100,40,60,100,60,6.8,17,7.8,3.44,22,13.2,70.24,73.1792947337148
"638","SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE","MAHARASHTRA","RIVERWATER",27.1,7.9,5390,4.9,0.8,15,28,2014,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,72.4438816597512
"639","SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE","MAHARASHTRA","RIVERWATER",27.6,8.1,161,4.6,0.3,16,32,2014,40,100,60,80,100,80,6.8,17,10.4,5.16,22,17.6,78.96,72.2432784174284
"640","ULHAS AT U/S OF BADLAPUR, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28.1,7.6,186,4.6,0.6,13,31,2014,40,100,60,80,100,80,6.8,17,10.4,5.16,22,17.6,78.96,72.5993774129396
"641","R KADAMBAYAR AT MANCKAKADAVU","KERALA","RIVERWATER",28.2,6.9,83,1.9,0.3,353,656,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.906542377725
"642","KARAPUZHA DAM AT WAYANAD","KERALA","RIVERWATER",26.6,7.6,106,0.5,2.5,44,71,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,74.2803464421857
"643","R KARINGODE AT KAKKADAVU,  KERALA","KERALA","RIVERWATER",30.4,7.1,58,1.2,0.1,163,961,2014,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,72.0450506567327
"644","RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM","KERALA","RIVERWATER",25.1,7,35,0.1,0,165,409,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,76.4435335296699
"645","R KARUVANNURR AT KARUVANNUR BRIDGE","KERALA","RIVERWATER",28.9,7.2,63,1.3,0.4,121,535,2014,40,100,100,100,100,40,6.8,17,13,8.6,22,8.8,76.2,73.073428442361
"646","R KAVVAI AT KUTTIYOL PALAM","KERALA","RIVERWATER",28.8,6.7,65,1.1,0.3,60,144,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.0384463604163
"647","R KEECHERI AT VADAKKANCHERY BRIDGE","KERALA","RIVERWATER",29.3,7.3,90,1.6,0.4,268,705,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.5305504384737
"648","R KUPPAM AT THALIPARAMBA, KERALA","KERALA","RIVERWATER",28.4,6.8,13953,1.5,0.4,70,166,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.0915509377306
"649","R MAHE AT VALAYAM, KERALA","KERALA","RIVERWATER",26.6,7.4,71,0.6,0.3,18134.3000000001,50000,2014,40,100,100,100,100,0,6.8,17,13,8.6,22,0,67.4,61.6172913207235
"650","R MAMOM AT MAMOM BRIDGE","KERALA","RIVERWATER",25.3,7.1,81,0.8,0,389,1268,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,75.7961032343219
"651","MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD","KERALA","RIVERWATER",27.6,7.7,100,0.6,0.9,56,88,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,73.4853722061091
"652","R MOGRAL AT MOGRAL BR.","KERALA","RIVERWATER",30,7.2,24360,2.1,0.3,92,447,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,70.3875858664548
"653","R NEYYAR AT ARUVIPURAM","KERALA","RIVERWATER",25.3,7,59,0.6,0,165,433,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,76.2010620976999
"654","PAMBA DOWN, KERALA","KERALA","RIVERWATER",28.3,6.9,62,0.5,0.7,155,284,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,74.1478261268321
"655","PERIYAR NEAR ALWAYE-ELOOR, KERALA","KERALA","RIVERWATER",28.1,6.9,3185,1.8,0.4,290,667,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.762198610749
"656","RIVER PERIYAR AT PATHALAM","KERALA","RIVERWATER",28,6.8,2640,1.9,0.5,385,759,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.9762907465507
"657","R THALLASSERY AT PATHIPPALAM","KERALA","RIVERWATER",26.6,6.5,61,1,0.4,70,151,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.9665850722359
"658","D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.","ANDHRAPRADESH","RIVERWATER",20.5,8,505,0.9,0.7,2,1563,2014,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.8121797909867
"659","KALI AT D/S WEST COAST PAPER MILL, KARNATAKA","KARNATAKA","RIVERWATER",27.1,7.3,109,2.4,3.4,18,65,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,73.967343452371
"660","KALI AT U/S OF WCPM, DANDELI, KARNATAKA","KARNATAKA","RIVERWATER",26.3,7.5,83,2.1,2,22,74,2014,40,100,80,100,100,60,6.8,17,13,6.88,22,13.2,78.88,74.4079949859659
"661","NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT","KARNATAKA","RIVERWATER",28.4,7.1,92,1,0,155,1342,2014,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,73.4576388246304
"662","NAGAVALLI AT JAYKAYPUR D/S, ORISSA","ORISSA","RIVERWATER",24,7.8,244,1.9,1,18134.3000000001,50000,2014,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64,62.6465063873897
"663","VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT)","ORISSA","RIVERWATER",25.3,7.9,194,1,1,2906,50000,2014,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,61.6999824576078
"664","TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.","TAMILNADU","RIVERWATER",25.5,6.5,136,2.5,0.2,13,45,2014,40,100,80,100,100,80,6.8,17,13,6.88,22,17.6,83.28,76.5519063427935
"665","TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU","TAMILNADU","RIVERWATER",29,7.2,1300,2.7,0.2,21,60,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.8046272281218
"666","TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU","TAMILNADU","RIVERWATER",29,6.9,241,2.5,0.1,14,48,2014,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.3748557068592
"667","GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB","PUNJAB","RIVERWATER",22.7,7.2,640,6,4.3,1450,4073,2014,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,75.576914156187
"668","GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB","PUNJAB","RIVERWATER",19,7.6,1090,22,3.6,18134.3000000001,50000,2014,80,100,0,60,100,0,13.6,17,7.8,0,22,0,60.4,62.8820426437067
"669","D/S CHHATBIR, PUNJAB","PUNJAB","RIVERWATER",24.7,7.4,745,10,6.1,18134.3000000001,50000,2014,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,60.9224090683992
"670","D/S DHAKANSU NALLAH, PUNJAB","PUNJAB","RIVERWATER",22,7.7,1385,27.5,7.7,18134.3000000001,50000,2014,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,59.2550273287405
"671","GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN","RAJASTHAN","RIVERWATER",32.6,6.8,370,3,0.8,4,9,2014,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,70.7371112547523
"672","RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.","HIMACHALPRADESH","RIVERWATER",23.6,7.8,376,1.3,0.4,9,17,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.1940429182231
"673","MARKANDA U/S KALA AMB","HIMACHALPRADESH","RIVERWATER",23.9,7.7,354,1.3,0.3,12,22,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.1297908584038
"674","RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.","HIMACHALPRADESH","RIVERWATER",18.1,7.1,694,41,1.2,92,224,2014,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6,74.2406666514519
"675","KODRA DAM, MOUNT ABU, RAJASTHAN","RAJASTHAN","RIVERWATER",22.3,7.2,106,0.8,0.4,4,15,2014,60,100,80,100,100,80,10.2,17,13,6.88,22,17.6,86.68,78.1553015929259
"676","KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA","MEGHALAYA","RIVERWATER",20.1,3.3,831,7.7,3.2,18,36,2014,60,40,0,60,100,80,10.2,6.8,7.8,0,22,17.6,64.4,84.1454438500735
"677","KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS","MEGHALAYA","RIVERWATER",18.3,7.2,56,1.7,2.6,21,42,2014,80,100,100,100,100,80,13.6,17,13,8.6,22,17.6,91.8,80.7867403674111
"678","KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS","MEGHALAYA","RIVERWATER",19.3,7.2,66,1.6,2.5,22,44,2014,80,100,100,100,100,80,13.6,17,13,8.6,22,17.6,91.8,80.0733587120762
"679","LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR)","MEGHALAYA","RIVERWATER",20.5,2.7,1350,3.3,1.1,7,16,2014,60,40,0,80,100,80,10.2,6.8,10.4,0,22,17.6,67,85.6289625600924
"680","LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR)","MEGHALAYA","RIVERWATER",21.2,6.6,274,2.5,2.4,176,386,2014,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,79.3156537665685
"681","MYNTDU RIVER AT LESHKA, JAYANTIA HILLS","MEGHALAYA","RIVERWATER",21,5.6,56,1.8,2.1,16,34,2014,60,60,100,100,100,80,10.2,10.2,13,8.6,22,17.6,81.6,81.2082907885313
"682","NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS","MEGHALAYA","RIVERWATER",19.2,7,105,3.6,4.7,351,780,2014,80,100,80,80,100,40,13.6,17,10.4,6.88,22,8.8,78.68,79.7467799530674
"683","SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA","MEGHALAYA","RIVERWATER",23.7,7.3,115,2.1,3.7,301,528,2014,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,76.3809710550123
"684","UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS","MEGHALAYA","RIVERWATER",18.9,7.1,57,1.5,2.9,13,40,2014,80,100,100,100,100,80,13.6,17,13,8.6,22,17.6,91.8,80.5084087276224
"685","UMKHRAH RIVER ATUMKALIAR, SHILLONG","MEGHALAYA","RIVERWATER",18.8,7.1,233,17,10.5,18134.3000000001,50000,2014,80,100,40,60,100,0,13.6,17,7.8,3.44,22,0,63.84,64.2248338482362
"686","UMKHRAH RIVER ATMAWLAI, SLAUGHTER","MEGHALAYA","RIVERWATER",18.3,7.2,376,57.2,20.3,18134.3000000001,50000,2014,80,100,0,60,80,0,13.6,17,7.8,0,17.6,0,56,56.740639776482
"687","WAH BLEI AT RIANGDO, WEST KHASI HILLS","MEGHALAYA","RIVERWATER",20,7.3,64,1.9,3.3,21,42,2014,80,100,100,100,100,80,13.6,17,13,8.6,22,17.6,91.8,79.3005180759653
"688","GUMTI AT D/S SOUTH TRIPURA, TRIPURA","TRIPURA","RIVERWATER",29.1,7.8,158,4.1,0.5,458,500,2014,40,100,60,80,100,60,6.8,17,10.4,5.16,22,13.2,74.56,71.5370929130579
"689","B/W. - NEAR M/S ANDHRA SUGARS LTD. , KOVVUR , W.G.DIST., A.P","ANDHRAPRADESH","GROUNDWATER",27,7.9,347,1,0.2,3,14,2014,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.6094813420788
"690","B/W. - PANCHAYAT OFFICE , , BOLLARAM (V) MEDAK DIST., A.P","ANDHRAPRADESH","GROUNDWATER",32,7.7,3180,6.8,8,10,86,2014,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,68.4417892779434
"691","B/W - SRI RAMNAGAR COLONY, SAKKAR NAGAR, BODHAN, NIZAMABAD DIST. , A.P","ANDHRAPRADESH","GROUNDWATER",28,7.5,1462,1,5,10,64,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.0389652557937
"692","B/W. - PRIMARY SCHOOL - RUDRAVELLI (V) , BIBINAGAR (M), NALGONDA DIST., A.P","ANDHRAPRADESH","GROUNDWATER",29,6.9,4010,1.8,2,10,32,2014,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.0934665295697
"693","*GUWAHATI, ASSAM","ASSAM","GROUNDWATER",25,6.9,716,1.5,0.9,18,46,2014,60,100,0,100,100,80,10.2,17,13,0,22,17.6,79.8,76.4051689529409
"694","GROUND WATER FROM LEDO, MARGHERITA","ASSAM","GROUNDWATER",23,5.7,591,0.8,8.3,0,0,2014,60,60,0,100,100,100,10.2,10.2,13,0,22,22,77.4,79.2941920422799
"695","GROUND WATER FROM TEZPUR (MISSION CHARIALI)","ASSAM","GROUNDWATER",27,6.1,195,1.1,1.3,0,18,2014,40,80,60,100,100,80,6.8,13.6,13,5.16,22,17.6,78.16,76.2140541946294
"696","GROUND WATER FROM NAGAON (PANIGAON)","ASSAM","GROUNDWATER",28.5,6.6,475,0.6,1.6,0,0,2014,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,74.4125457173975
"697","GROUND WATER FROM JAGIROAD NEAR HPC EFFLUENT DISCHARGE POINT","ASSAM","GROUNDWATER",27,6.5,1322,2.4,7.3,37,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,61.7707494015801
"698","GROUND WATER NEAR MSW DUMPING SITE AT GARCHUK-GUWAHATI","ASSAM","GROUNDWATER",24,6.4,417,1.3,0.1,0,0,2014,60,80,0,100,100,100,10.2,13.6,13,0,22,22,80.8,78.0136637039119
"699","GROUND WATER FROM NALBARI","ASSAM","GROUNDWATER",25.5,6.9,601,1.1,5.5,0,0,2014,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,75.8036758482444
"700","GROUND WATER FROM DIPHU (GOVT. COLLEGE)","ASSAM","GROUNDWATER",28.5,7.4,1515,1.8,1.6,0,0,2014,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.9326197382586
"701","GROUND WATER FROM KARIMGANJ (COLLEGE)","ASSAM","GROUNDWATER",12,6.5,330,0.9,4.7,0,430,2014,100,100,0,100,100,60,17,17,13,0,22,13.2,82.2,86.3430888457607
"702","RAMHLUM (NORTHERN PART)","MIZORAM","GROUNDWATER",19.6,7.1,238,1.2,0.1,9,268,2014,80,100,40,100,100,60,13.6,17,13,3.44,22,13.2,82.24,80.1688885052637
"703","SOLAN-D/S OF MSW DUMPING SIOT-","HIMACHALPRADESH","GROUNDWATER",17.7,7.5,389,1.2,1.9,15,28,2014,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,80.8962498799222
"704","PAPPANAMKODE, THIRUVANANTHAPURAM, KERALA","KERALA","GROUNDWATER",25.8,6.4,354,1.3,1.2,95,285,2014,40,80,0,100,100,60,6.8,13.6,13,0,22,13.2,68.6,76.5402955934594
"705","MALAPURAM , KERALA","KERALA","GROUNDWATER",29.3,6.8,285,0.6,0.7,2,16,2014,40,100,40,100,100,80,6.8,17,13,3.44,22,17.6,79.84,73.5973414925514
"706","KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA","KERALA","GROUNDWATER",29,5.5,99,1,3.3,2,16,2014,40,60,80,100,100,80,6.8,10.2,13,6.88,22,17.6,76.48,75.5216798593093
"707","KAROOR (PALA)","KERALA","GROUNDWATER",28,5.7,93,0.7,2.9,640,1250,2014,40,60,80,100,100,40,6.8,10.2,13,6.88,22,8.8,67.68,75.7164597291304
"708","VAIKOM","KERALA","GROUNDWATER",27.5,6.2,157,0.5,2.7,655,1615,2014,40,80,60,100,100,40,6.8,13.6,13,5.16,22,8.8,69.36,75.2861914833428
"709","VADAVATHOOR (KOTTAYAM)","KERALA","GROUNDWATER",27.3,6.2,137,0.4,6.8,340,605,2014,40,80,80,100,100,40,6.8,13.6,13,6.88,22,8.8,71.08,75.4292336137862
"710","K.M.M.L. (KOLLAM)","KERALA","GROUNDWATER",24,7.9,488,1.9,1.7,111,267,2014,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.4803514870601
"711","CHELLORA TRENCHING GROUND (KANNUR)","KERALA","GROUNDWATER",27.5,5.2,63,1,1.2,15,165,2014,40,60,100,100,100,60,6.8,10.2,13,8.6,22,13.2,73.8,77.1858932291695
"712","WELL AT VELLIPARAMBA, KOZHEKODE","KERALA","GROUNDWATER",27.5,6.2,105,0.6,2.7,180,406,2014,40,80,80,100,100,60,6.8,13.6,13,6.88,22,13.2,75.48,75.5897969567381
"713","Dug well at 5 -Star Industrial estate, Village-Kashimira Taluka- Mira-  Bhayander District-Thane ","MAHARASHTRA","GROUNDWATER",22,7.9,1385,5,1.7,20,40,2014,60,100,0,80,100,80,10.2,17,10.4,0,22,17.6,77.2,76.4077708210161
"714","Bore well at Gharatwadi, Village- Aliyali Taluka- Palghar District- Thane","MAHARASHTRA","GROUNDWATER",29,8.5,871,5.2,0.6,14,26,2014,40,100,0,80,100,80,6.8,17,10.4,0,22,17.6,73.8,70.4387772600231
"715","Bore well at MWML site, Village-Karawla, Taloja Taluka- Panvel District- Raigad","MAHARASHTRA","GROUNDWATER",28,7,90,4,1.4,12,24,2014,40,100,80,80,100,80,6.8,17,10.4,6.88,22,17.6,80.68,73.6265935949185
"716","Bore well Near Gram Panchayat office. Village-Changera, Taluka- Gondia, District- Gondia.","MAHARASHTRA","GROUNDWATER",28,8.3,555,6,1.1,60,90,2014,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.3058252454268
"717","Tube well at water treatment plant of.Achalpur M.C, near Post Office. Village-Paratwada, Taluka- Achalpur, District- Amravati","MAHARASHTRA","GROUNDWATER",25,8.6,567,6,43,30,60,2014,60,80,0,80,80,60,10.2,13.6,10.4,0,17.6,13.2,65,70.1292937887199
"718"," Bore Well","MAHARASHTRA","GROUNDWATER",29,7.8,928,4,0.1,2,94,2014,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.7068476655371
"719","Hand Pump in the premises of Zilla Parishad Primary School. Village- Bhugaon,  Taluka- Wardha, District- Wardha.","MAHARASHTRA","GROUNDWATER",28,8,1124,7.6,77,23,40,2014,40,100,0,60,60,80,6.8,17,7.8,0,13.2,17.6,62.4,66.1121989053433
"720","Bore well near  Chincholi. Village- Chincholi, Taluka- Mohol, District- Solapur.","MAHARASHTRA","GROUNDWATER",28,7,415,4.3,2,30,550,2014,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,73.3705014054371
